Date,Returns,Social_Scores,Environment_Scores,Sentiment_Scores
8/27/2021,0.022641198,16.63,1.22,0
8/30/2021,0.021549523,16.63,1.22,0
8/31/2021,-0.003362578,16.63,1.22,0
9/1/2021,0.007037753,16.63,1.22,0
9/2/2021,-0.017720166,16.63,1.22,0
9/3/2021,0.002611413,16.63,1.22,0
9/7/2021,0.015733755,16.63,1.22,0
9/8/2021,-0.012062341,16.63,1.22,0
9/9/2021,0.001138842,16.63,1.22,0
9/10/2021,0.001825403,16.63,1.22,0
9/13/2021,-0.005756668,16.63,1.22,0
9/14/2021,5.31E-05,16.63,1.22,0
9/15/2021,-0.00693168,16.63,1.22,0
9/16/2021,-0.0023,16.63,1.22,0
9/17/2021,-0.022355644,16.63,1.22,0
9/20/2021,-0.024731271,16.63,1.22,0
9/21/2021,0.005004213,16.63,1.22,0
9/22/2021,-0.039918371,16.63,1.22,0
9/23/2021,0.008012587,16.63,1.22,0
9/24/2021,0.020233554,16.63,1.22,0
9/27/2021,0.001756559,16.63,1.22,0
9/28/2021,-0.036568791,16.63,1.22,0
9/29/2021,-0.003053012,16.63,1.22,0
9/30/2021,-0.000647716,16.63,1.22,0
10/1/2021,0.01066618,16.63,1.22,0
10/4/2021,-0.048919852,16.63,1.22,-0.082872727
10/5/2021,0.020629557,16.63,1.22,-0.10823125
10/6/2021,0.002042357,16.63,1.22,0.131254167
10/7/2021,-0.013247852,16.63,1.22,0.24884
10/8/2021,0.00252107,16.63,10.18,0.1062
10/11/2021,-0.010468071,16.63,10.18,-0.048425
